	b1	b2	b3	c1	c2	c3	b_mean	b_std	c_mean	c_std	fold_change	log2_fold_change	abs_log2_fold_change	p_value	fwer	FWER
1774689_at	7.08610390367332	7.22303997594836	7.22009706695096	6.81599454447063	6.7929579232282	6.621762433634	7.17641364885755	0.0782243743009285	6.74357163377761	0.106116833769607	1.0641858704239	0.0897501535830514	0.0897501535830514	0.00472135985557317	1	1
1774690_at	7.14312830237774	7.17096483070816	7.18314654251682	7.15404523413218	7.12750011404989	7.17121927419388	7.16574655853424	0.020513109450254	7.15092154079198	0.0220263327857053	1.00207316185161	0.0029878442489648	0.0029878442489648	0.441672179712506	1	1
1774691_at	9.81330415236759	9.9529826833876	10.0576510600052	9.62032624907918	9.49316479932663	9.59032733022292	9.94131263192013	0.12259076390151	9.56793945954291	0.0664712053522502	1.03902336275809	0.055228094046073	0.055228094046073	0.00975267827781107	1	1
1774692_at	1.24161991314943	1.24161991314943	1.65090860546545	1.43158339277311	1.39816111105334	1.3456283461648	1.37804947725477	0.236302936684924	1.39179094999708	0.043330147971951	0.990126769582499	-0.0143148443017044	0.0143148443017044	0.925848793721554	1	1
1774693_at	9.01516199950264	8.99839291349086	8.95538615052275	8.19450568510936	8.05416398282195	8.19482436140725	8.98964702117208	0.0308327099791026	8.14783134311285	0.081118470008656	1.1033177593656	0.14184835198089	0.14184835198089	7.35432792248518e-05	0.80368095536918	0.80368095536918
1774694_at	7.44140310521914	7.32268793943714	7.45956102925735	6.21918898982367	6.42510478281214	6.57328283539066	7.40788402463788	0.0743384641453721	6.40585886934216	0.177829740921127	1.15642323312668	0.209669498690609	0.209669498690609	0.000842194928943091	1	1
1774695_at	1.69050920069548	1.64734823828897	2.12544700671767	1.74166584760155	1.3797095535876	1.37558441773766	1.82110148190071	0.264452956168103	1.49898660630894	0.210176508683092	1.21488842811273	0.280823826917903	0.280823826917903	0.173956058038344	1	1
1774696_at	9.48318573908652	9.49643742840549	9.52034323987691	8.77752085109434	9.68666755990385	9.7330639649082	9.49998880245631	0.0188316000245223	9.39908412530213	0.538789230109755	1.01073558612828	0.0154056298084524	0.0154056298084524	0.762044553782709	1	1
1774697_at	9.46683480484278	9.32920512116697	9.4245923573242	8.89973114533671	8.88988721690208	8.86864147504962	9.40687742777798	0.0705042303964541	8.88608661242947	0.0158894727857135	1.05860744308074	0.0821677027260142	0.0821677027260142	0.000237021480799097	1	1
1774698_at	1.94525451253947	1.94481783699591	1.82312656669506	1.99650656439991	1.62538476189092	1.5724535669468	1.90439963874348	0.0703848836862241	1.73144829774588	0.231067828549938	1.09988825032937	0.137356952035893	0.137356952035893	0.282693834918341	1	1
1774699_at	3.61549218322712	2.89806636284287	2.57818112068626	7.79755057801527	8.44633641576935	8.51197913740802	3.03057988891875	0.531199996293495	8.25195537706421	0.394892431904014	0.367255971517012	-1.4451421459494	1.4451421459494	0.000166184345865458	1	1
1774700_at	1.05195484118305	1.05281919558033	0.936618535103773	1.12540142304294	1.15067442539599	1.12540142304294	1.01379752395572	0.066840362186986	1.13382575716062	0.0145913747117635	0.894138731240781	-0.161429402913595	0.161429402913595	0.0384490251459453	1	1
1774701_at	1.69050920069548	1.95669421333184	2.16557459214978	1.70383796062628	1.50035096771518	1.41099542812832	1.9375926687257	0.238108028621805	1.53839478548993	0.150082264985285	1.25948988322178	0.332839533755847	0.332839533755847	0.0699481289203708	1	1
1774702_at	1.44542461679378	1.50824844280891	1.32908026282213	1.39102334487713	1.37431220401724	1.49896289751896	1.42758444080827	0.090906617412261	1.42143281547111	0.0676609250156213	1.00432776369745	0.0062301715723095	0.0062301715723095	0.929612350325717	1	1
1774703_at	8.80536408289275	8.77707561441863	8.7744927565516	8.91601705725678	8.78244265133602	8.73824638294333	8.78564415128766	0.0171267208061682	8.81223536384538	0.0925543486307555	0.99698246682484	-0.00435996162524978	0.00435996162524978	0.650236498335072	1	1
1774704_at	1.50431589691788	1.41571785128122	1.43153271687091	1.36767826899968	1.29516530352632	1.45341219069182	1.45052215502334	0.0472530686164141	1.37208525440594	0.0792154370351566	1.05716620039865	0.0802022051424753	0.0802022051424753	0.214773142404302	1	1
1774705_at	10.1073204643812	10.2165333919853	10.3751885808252	8.99261292111512	8.81837496413	8.72995347440197	10.2330141457306	0.134692402847463	8.8469804532157	0.133645807047166	1.15666743018643	0.20997411441017	0.20997411441017	0.000224710311463946	1	1
1774706_at	1.21491411303483	1.38472822878596	1.24666064592385	1.4414860751368	1.2779049634697	1.33051041945629	1.28210099591488	0.0902841197703095	1.3499671526876	0.0835081934578084	0.94972754956474	-0.0744143911973098	0.0744143911973098	0.393297426173071	1	1
1774707_at	10.1001835382763	10.2593258793659	10.0924023109146	10.340101403686	10.3573905296147	10.3547705993689	10.1506372428523	0.0942074925640642	10.3507541775565	0.00931811150264568	0.980666439249598	-0.0281655886901213	0.0281655886901213	0.0215540638794857	1	1
1774708_at	1.6871951383278	1.60917929797753	1.48550658568887	1.88297835886467	1.62795945257735	1.47876233828194	1.59396034066473	0.101701920152292	1.66323338324132	0.204403609220335	0.958350377478844	-0.0613748862792298	0.0613748862792298	0.626993872898588	1	1
1774709_at	5.13645972567284	5.20570802091739	5.23251269967339	5.91178619408968	6.14076546575478	5.89655321273484	5.19156014875454	0.0495647573245332	5.98303495752643	0.136810803117732	0.867713490830227	-0.20470933515755	0.20470933515755	0.000707658607046261	1	1
1774710_at	9.05864814931635	9.2765877474772	9.18939048371839	7.29065661034374	7.27633097498734	7.29065661034374	9.17487546017065	0.109692440683357	7.28588139855827	0.00827090942932988	1.25926774789199	0.332585064222488	0.332585064222488	7.60942061673604e-06	0.0831557484996914	0.0831557484996914
1774711_at	1.32442777083159	1.51441704789012	1.27139802180803	1.4993866139372	1.42792952272097	1.3234461669565	1.37008094684325	0.127779971511326	1.41692076787156	0.0884853362622475	0.966942526293358	-0.0484979544052477	0.0484979544052477	0.62925789598588	1	1
1774712_at	1.61630536512716	1.54214111652066	1.74333213766457	1.57405902163565	1.29643561447861	1.30278519186472	1.63392620643746	0.101746387078827	1.39109327599299	0.158484785838185	1.17456265128672	0.232123668897151	0.232123668897151	0.0892872451382432	1	1
1774713_at	10.3998995329714	10.4715411694766	10.442087172423	10.6114536833279	10.5947064448103	10.5522287116661	10.437842624957	0.0360089316375696	10.5861296132681	0.0305298353510583	0.985992332067685	-0.0203516678895911	0.0203516678895911	0.00554130413397534	1	1
1774714_at	1.38230998966987	1.06423139264827	1.28468035060564	1.28079686225348	1.11805887828101	1.01360876695951	1.24374057764126	0.16294338657518	1.13748816916467	0.134649517544201	1.09340968227795	0.128834055949686	0.128834055949686	0.433084277885074	1	1
1774715_at	6.99913133301712	6.76323223834902	6.8643136829324	5.86710419959428	6.08970237410113	5.96089065577874	6.87555908476618	0.118350918936483	5.97256574315805	0.111757405000435	1.15119018867939	0.203126201496003	0.203126201496003	0.000655880420131343	1	1
1774716_at	6.81047614118886	6.39892021604716	6.25198952587526	7.72748431997993	7.63279104704847	7.71933795980121	6.48712862770376	0.289503657638976	7.69320444227654	0.0524778480720895	0.843228420143755	-0.246004602545192	0.246004602545192	0.00207850123497152	1	1
1774717_at	6.65431781594208	6.8753528796749	6.86248155742006	6.46203211686189	6.45379344606608	6.32615703521879	6.79738408434568	0.124066053376196	6.41399419938225	0.0761806699913426	1.05977396814614	0.0837565951588088	0.0837565951588088	0.0103297288160334	1	1
1774718_at	8.89111509833499	8.77968712362093	8.92711717463753	7.62488724495546	7.58894715636347	7.87274039390516	8.86597313219782	0.0768634752767625	7.69552493174136	0.154521560031105	1.15209465382001	0.204259250623077	0.204259250623077	0.000300466229335915	1	1
1774719_at	7.47529376697453	7.49167686726517	7.26905718770923	6.10643883382079	6.22865643133326	6.30516623193707	7.41200927398298	0.124070849603345	6.21342049903037	0.100235946223749	1.19290321251228	0.254476993164647	0.254476993164647	0.00020108967610098	1	1
1774720_at	8.18788904778842	8.3800614219534	8.44438721943702	7.46512346409478	7.35640254947164	7.30323159485613	8.33744589639295	0.133453700881107	7.37491920280752	0.0825190533723387	1.13051352389312	0.176978250591728	0.176978250591728	0.000444209578668355	1	1
1774721_at	8.46008625534718	8.56683896773345	8.66875769054095	7.35882350913968	7.45699662069128	7.48574694094544	8.56522763787386	0.104345049017164	7.4338556902588	0.0665508556015515	1.15219180930531	0.204380907143795	0.204380907143795	9.29753664855352e-05	1	1
1774722_at	0.946311379455284	1.01467438564813	1.02970512987207	1.20119499445396	1.01467438564813	1.01467438564813	0.996896964991828	0.0444483623549578	1.07684792191674	0.107687723703459	0.925754644367421	-0.111298212695114	0.111298212695114	0.300319239771365	1	1
1774723_at	6.84852993268956	6.90256597529776	6.91103038472751	7.75205211713853	7.79180441286826	7.75565850342216	6.88737543090494	0.0339063578912518	7.76650501114298	0.0219840010291438	0.886804994141289	-0.173311199961142	0.173311199961142	2.96210129209694e-06	0.0323698429200354	0.0323698429200354
1774724_at	1.38217235324955	1.33746498282089	1.26923707376113	1.77405400316283	1.71529870791472	1.79187368757478	1.32962480327719	0.0568743848295522	1.76040879955078	0.0400696339351316	0.75529320440598	-0.404891288294967	0.404891288294967	0.000428398348059939	1	1
1774725_at	8.08765793748665	7.9947258149504	8.14475147396785	7.93848237854885	7.79292539593956	7.75408612429897	8.07571174213497	0.0757229045826981	7.82849796626246	0.0972087982894546	1.03157869835796	0.0448538875353924	0.0448538875353924	0.0254688958413188	1	1
1774726_at	1.75475271854514	1.64272628035538	2.12678985519315	1.37061452032101	1.37369104705991	1.21038580248893	1.84142295136456	0.253403202552591	1.31823045662328	0.0934088771113994	1.39689000668476	0.482218425144023	0.482218425144023	0.0284259841375609	1	1
1774727_at	9.07092068425746	9.27810101878242	8.9834907185724	8.63544561217865	8.82427333500801	8.73189352183178	9.11083747387076	0.151307038227684	8.73053748967281	0.0944211647070855	1.04355974470619	0.0615131984124254	0.0615131984124254	0.0209586322617511	1	1
1774728_at	6.37182634864733	6.54557769628846	6.54557769628846	5.93991061102149	5.9770867574461	5.90142358621272	6.48766058040808	0.100315387332667	5.9394736515601	0.0378334781701487	1.09229554014504	0.127363256088191	0.127363256088191	0.0008977093235585	1	1
1774729_at	7.10810916042874	6.99054968663453	6.96615148562837	9.34729356225472	9.75221907161453	9.62801488897074	7.02160344423055	0.0759028804084927	9.57584250761333	0.207443088737495	0.733262210468476	-0.447598904581035	0.447598904581035	3.6678336613018e-05	0.400820862507061	0.400820862507061
1774730_at	1.31068316133207	1.19325603737034	1.64644162201309	1.04956870593162	1.61874348239618	1.12519126908824	1.38346027357183	0.235194971420452	1.26450115247201	0.30910421260017	1.09407592936334	0.129712865291985	0.129712865291985	0.623863581894199	1	1
1774731_at	2.07760383164743	2.0496637937249	2.17572532151332	2.07900693485305	1.87851466872135	2.0377279115899	2.10099764896188	0.0662067233254614	1.99841650505477	0.105869387489888	1.05133121331196	0.0722172501992146	0.0722172501992146	0.227840813711987	1	1
1774733_at	1.21753381438422	1.24487725839969	1.21171408523974	1.13550348233779	1.21171408523974	1.00229327727457	1.22470838600788	0.0177074806789817	1.1165036149507	0.10599535330731	1.0969139460081	0.133450349317164	0.133450349317164	0.156109196006928	1	1
1774734_at	1.67195538253655	1.80750525052504	2.07900693485305	1.61728459972902	1.69050920069548	1.75238889577782	1.85282252263821	0.207275138221285	1.68672756540077	0.0676314887965442	1.09847171567269	0.135497722574951	0.135497722574951	0.257466411347315	1	1
1774735_at	1.77947932400414	1.81545500237256	2.1336784885156	1.69222099908566	1.64732593106255	1.39780031675195	1.9095376049641	0.19494336130772	1.57911574896672	0.158620163449107	1.20924486138118	0.274106407144421	0.274106407144421	0.0850509033046142	1	1
1774736_at	8.75422005869752	8.68477671021604	8.57995748188065	10.046453549546	10.0643130320734	10.0368128219384	8.67298475026474	0.0877276989287512	10.0491931345193	0.0139532929352398	0.863052847543828	-0.212479191850391	0.212479191850391	1.14659102951047e-05	0.125299467704904	0.125299467704904
1774737_at	6.9546236990205	7.07405749851505	7.08733447083383	6.9137497710481	6.75399546359951	6.73467475404361	7.03867188945646	0.0730899667201863	6.80080666289707	0.0982874952043583	1.03497603127833	0.0495973571388122	0.0495973571388122	0.0282096322154475	1	1
1774738_at	1.10330822074112	1.29323754010174	1.25817687152856	0.984548825061018	1.26639656771808	1.19862916788989	1.21824087745714	0.101066558787026	1.14985818688966	0.147117279579979	1.05947054284359	0.0833434760684994	0.0833434760684994	0.543246610925087	1	1
1774739_at	9.57417526556	9.62930576688031	9.65374933763972	9.26089631914086	9.20894425468779	9.16460486445554	9.61907679002668	0.0407612832531216	9.2114818127614	0.0481958552376293	1.04424857862723	0.0624651797862304	0.0624651797862304	0.000363834801341025	1	1
1774740_at	1.66527497938893	1.57087598574001	1.2972635313864	1.67909000867768	1.48830007874383	1.50318177677174	1.51113816550511	0.19114016281264	1.55685728806442	0.106117834153541	0.970633710032508	-0.0430011292297167	0.0430011292297167	0.735518062101397	1	1
1774741_at	1.1738949755947	0.922415654007395	1.00545664743523	0.981170949255501	1.0905447253174	1.03585783728645	1.03392242567911	0.128133476089486	1.03585783728645	0.0546868880309495	0.998131585689005	-0.00269807340592261	0.00269807340592261	0.981955576008911	1	1
1774742_at	4.91679724083407	5.06083736403261	5.19943310346775	4.25726356941733	4.65778855204484	4.41451174643676	5.05902256944481	0.141326670594116	4.44318795596631	0.201796454805155	1.13860197218341	0.187263503749794	0.187263503749794	0.0123535672456557	1	1
1774743_at	7.6316740299738	7.71388594375647	7.44219608596174	6.86921596071303	6.75622054589907	6.90046975011641	7.595918686564	0.139329387222849	6.84196875224284	0.0758865337619103	1.11019488127215	0.150812946455416	0.150812946455416	0.00118790902404336	1	1
1774744_at	6.47911397943212	6.53515980545281	6.4079975637164	7.13611810184675	6.90408375827769	6.93360297297084	6.47409044953378	0.0637297875434783	6.99126827769843	0.126308945351765	0.926025177747161	-0.1108766753574	0.1108766753574	0.00318494692786151	1	1
1774745_at	1.04078801374839	1.18157364104293	1.10876815392497	1.22906837555901	1.02685925360735	1.15638432016986	1.11037660290543	0.0704065944657979	1.13743731644541	0.102427408259294	0.976209050689014	-0.0347379674913242	0.0347379674913242	0.725252230694311	1	1
1774746_at	1.71858277975582	1.69050920069548	1.7580021278905	1.48830007874383	1.31747431603992	1.56480577804361	1.7223647027806	0.0339050292974669	1.45686005760912	0.126627679521241	1.18224443987242	0.241528356777874	0.241528356777874	0.024714848504151	1	1
1774747_at	2.49992646401786	2.31405708059388	2.79483032416	1.80236560679722	1.74488454365078	1.78658605107662	2.53627128959058	0.242438523530617	1.77794540050821	0.0296987169217009	1.42651809716182	0.512498049422263	0.512498049422263	0.00577827057575511	1	1
1774748_at	11.2677404689426	11.3003271980181	11.4433665682202	10.6771442597263	10.5901430978318	10.6600224742047	11.3371447450603	0.093422591028721	10.6424366105876	0.046089559469772	1.06527716911948	0.0912288468731812	0.0912288468731812	0.000320867608948211	1	1
1774749_at	6.41914115314531	6.3841361287779	6.20319098441851	7.51687628690652	8.12956099047308	7.97358660039008	6.33548942211391	0.115902956801036	7.87334129258989	0.318406152261662	0.804676081815054	-0.31351994421179	0.31351994421179	0.00141512907095127	1	1
1774750_at	6.91516529261571	6.8139356591058	6.88763781804785	7.05373273756063	6.97968555904307	6.88357817137748	6.87224625658979	0.0523405655130482	6.97233215599373	0.0853152887854722	0.985645276621266	-0.0208595656639357	0.0208595656639357	0.158319164678401	1	1
1774751_at	1.98691229104715	2.18933093800842	1.84684782498001	2.0156412802535	1.54300532041256	1.57046403830489	2.00769701801186	0.172185000315521	1.70970354632365	0.265305329910033	1.17429540479633	0.231795377294308	0.231795377294308	0.178037584900221	1	1
1774752_at	1.5083450404735	1.32442777083159	1.5161013784167	1.07589796704078	1.32442777083159	1.32442777083159	1.44962472990726	0.108493083263032	1.24158450290132	0.143488749120269	1.16756026393677	0.223497016948983	0.223497016948983	0.115704728794095	1	1
1774753_at	3.26552040998134	3.40814853257189	3.44512861603143	2.7897861275559	2.97150292293573	2.70615834150738	3.37293251952822	0.0948414603491107	2.82248246399967	0.135660327789593	1.1950233748303	0.257038837805973	0.257038837805973	0.0045071430009089	1	1
1774754_at	2.07184462471653	2.28551886326577	2.25992208898371	1.95352622709776	1.87012655603511	1.84371253484725	2.20576185898867	0.116679766625307	1.88912177266004	0.0573181946888896	1.16761232172068	0.223561340680052	0.223561340680052	0.013490554093225	1	1
1774755_at	7.17156984616203	7.09914245544546	7.18209398572186	7.16906900803995	7.30030758854232	7.26749744207453	7.15093542910978	0.0451616371394312	7.24562467955227	0.0682986424340614	0.986931527006953	-0.0189781004531895	0.0189781004531895	0.115716871659497	1	1
1774756_at	7.16198520199974	6.53465349606739	6.4769643352504	9.43583446979429	9.66850820576695	9.70022349824427	6.72453434443918	0.379940060278324	9.60152205793517	0.144363248758772	0.700361286873438	-0.513828755232531	0.513828755232531	0.000254174115773541	1	1
1774757_at	8.60363863564488	8.57251718664235	8.69255613559489	7.7922207573306	7.76509680798313	8.10143344010618	8.62290398596071	0.0622952856041395	7.88625033513997	0.186846872208836	1.09340987408659	0.128834309030811	0.128834309030811	0.00292635037642636	1	1
1774758_at	1.77092249337498	1.77092249337498	2.05027468870723	1.80434477509476	1.84918758091452	1.71799129843087	1.86403989181906	0.161284065173788	1.79050788481338	0.0666836620460855	1.04106768120339	0.0580638632218333	0.0580638632218333	0.505977485250876	1	1
1774759_at	7.64984718755236	7.62264462608062	7.60411091099442	7.87185947899757	7.88808195180664	7.82314763338436	7.62553424154247	0.0230046551046547	7.86102968806286	0.0337946697869458	0.970042671778992	-0.0438798826289724	0.0438798826289724	0.000566951153841573	1	1
1774760_at	1.34113239998275	1.40577730509634	1.40511747442673	1.1968969262784	1.48830007874383	1.12007213372863	1.38400905983527	0.0371337422597007	1.26842304625029	0.194254843572056	1.09112575960101	0.125817391575955	0.125817391575955	0.368661247483845	1	1
1774761_at	1.94318915280956	1.97003012519323	1.65691531340434	2.29906786583736	1.94318915280956	1.91844819324145	1.85671153046904	0.173548280644464	2.05356840396279	0.212968350009139	0.904139120414071	-0.145383316838581	0.145383316838581	0.28237730640789	1	1
1774762_at	5.40354375683115	5.4166526493688	5.55386153511859	5.1583228264824	5.23967144891892	5.1959890513045	5.45801931377285	0.0832601904288945	5.19799444223527	0.0407113717242346	1.05002407648319	0.0704224084863212	0.0704224084863212	0.00828258368570254	1	1
1774763_at	2.73284512576817	2.97999541648223	2.98293003310473	2.53836033659454	2.74372077080225	2.53836033659454	2.89859019178504	0.143546937185659	2.60681381466378	0.11856490197072	1.11192835310292	0.153063831268996	0.153063831268996	0.0532937452332046	1	1
1774764_at	8.34524445315105	8.52507281570239	8.41430160576434	7.73347611149498	7.70685189657301	7.63474287393007	8.42820629153926	0.0907169510584895	7.69169029399935	0.051082958943892	1.09575476512809	0.131924952749599	0.131924952749599	0.000254752869701582	1	1
1774765_at	8.32980127689644	8.56332771541763	8.57679000985909	8.06484348872693	8.0380814028401	7.9634211871862	8.48997300072439	0.138876002888976	8.02211535958441	0.0525624078157246	1.05832098145797	0.0817772532801865	0.0817772532801865	0.0054800599618749	1	1
1774766_s_at	7.01688464871033	7.05146887704235	7.48386179756687	7.3983635601367	7.65393286256291	7.68715966246102	7.18407177443985	0.260201000549969	7.57981869505354	0.158020503570374	0.947789394900441	-0.0773615765736736	0.0773615765736736	0.0874872339234472	1	1
1774767_at	7.66239349652214	7.8933462531589	7.98668283561183	8.18225385993432	8.37057072464107	8.3686475174389	7.84747419509762	0.166940343071679	8.3071573673381	0.108173884569287	0.944664203178834	-0.0821265047090289	0.0821265047090289	0.0160964421909128	1	1
1774768_at	10.4819268961981	10.6312257403215	10.5806949950279	9.870994575243	9.77110912179512	9.80147726851714	10.5646158771825	0.0759370774863015	9.81452698851842	0.0512054425496551	1.0764263921778	0.106249668998107	0.106249668998107	0.000143405670786962	1	1
1774769_at	2.80466165352607	2.33292719991106	2.2631405323578	5.67221515418068	5.53087171850451	5.30590413232693	2.46690979526498	0.294575598210652	5.50299700167071	0.184739522197629	0.448284779096922	-1.15751257942511	1.15751257942511	0.000111423223165858	1	1
1774770_at	8.45189929400323	8.43413310405997	8.40923781451086	8.84502291700799	8.82118647301148	8.82987270772335	8.43175673752469	0.0214297875993204	8.83202736591427	0.0120634128479246	0.95467964355111	-0.0669113975467899	0.0669113975467899	9.41950951911226e-06	0.102936400024859	0.102936400024859
1774771_at	1.17701916484254	1.3269718878139	1.25390704728089	1.16927178914008	1.32442777083159	1.292615471264	1.25263269997911	0.0749844834110066	1.26210501041189	0.0819543216049047	0.992494831765474	-0.0108685051816254	0.0108685051816254	0.889727390853472	1	1
1774772_at	7.75205211713853	7.67065693239401	7.70817972986354	7.76252631923215	7.75205211713853	7.88412514782782	7.71029625979869	0.040738848770227	7.7995678613995	0.0734157901507932	0.988554288751994	-0.0166078978123753	0.0166078978123753	0.139340681757652	1	1
1774773_at	1.40101960242884	1.76710103229272	1.89608447619313	1.56489191034107	1.05998626427608	1.23053980066474	1.6880683703049	0.256820810205237	1.28513932509396	0.256842868127576	1.31352946512743	0.393448563407541	0.393448563407541	0.127061664110889	1	1
1774774_at	2.16064841029675	1.95919589996752	1.91850453137177	1.83539713775414	2.16064841029675	1.9040795452203	2.01278294721201	0.129661456298688	1.96670836442373	0.171431835779586	1.02342725724959	0.0334085627083454	0.0334085627083454	0.729260864450506	1	1
1774775_at	4.94355905476157	5.0835813168335	5.09573769871348	5.30680209532446	5.47839514642848	5.44438600906405	5.04095935676952	0.0845698440848299	5.40986108360566	0.0908571497199152	0.931809390086913	-0.101893225952514	0.101893225952514	0.00675530670162558	1	1
1774776_at	6.71713221990248	6.88871060034336	6.84603466215029	8.03517176312528	7.9763207450298	7.87036412322736	6.81729249413204	0.0893273156737101	7.96061887712748	0.083518267665805	0.856377198727545	-0.223681710794739	0.223681710794739	8.50786201466017e-05	0.929739160962063	0.929739160962063
1774777_at	7.46306475677665	5.57999701159956	5.15955004840392	10.6249421506892	10.9815854068636	10.8639073422234	6.06753727226004	1.2267096772448	10.8234782999254	0.181726397750905	0.560590330032986	-0.834981236235434	0.834981236235434	0.00266600855259304	1	1
1774778_at	4.53548856741986	4.53870363742545	4.51356132076851	8.2213839379868	7.99866672188337	7.91069314428886	4.52925117520461	0.0136825735135846	8.04358126805301	0.16014112421668	0.563088880968183	-0.828565431886677	0.828565431886677	2.90303240861562e-06	0.0317243381613515	0.0317243381613515
1774779_at	9.23391188620778	9.39880658842993	9.46846636651178	8.72738106761695	8.8214845753023	8.77507776226313	9.3670616137165	0.120456459446296	8.77464780172746	0.0470532271923868	1.06751425531546	0.0942553353592061	0.0942553353592061	0.00136593967864325	1	1
1774780_at	9.88730179990862	9.99916744448355	9.92674140207819	8.96029120015467	8.77865786682128	8.72775569152527	9.93773688215679	0.0567376069786201	8.82223491950041	0.122239152212101	1.12644210597824	0.171773167488636	0.171773167488636	0.000137523778446214	1	1
1774781_at	1.46152938383735	1.35948426996807	1.42697719716308	1.35948426996807	1.37635750176682	1.49306115460381	1.41599695032283	0.0519011144548278	1.40963430877957	0.0727406725358663	1.00451368238105	0.00649721501083467	0.00649721501083467	0.907795756782087	1	1
1774782_at	1.30103910380405	1.21519611846467	1.32756061955758	1.30103910380405	1.25148723219598	1.28777834592728	1.28126528060877	0.0587341326596673	1.28010156064244	0.0256524222871419	1.0009090840931	0.00131093532787894	0.00131093532787894	0.976418080074928	1	1
1774783_at	1.82259804996243	1.82259804996243	1.82259804996243	1.60801011266283	1.54863060804838	1.78762746800246	1.82259804996243	0	1.64808939623789	0.12443727936553	1.10588542959071	0.145201929222617	0.145201929222617	0.0720589319420047	1	1
1774784_at	1.01467438564813	1.19325603737034	0.895049897023034	1.01948195218352	1.16641506498668	1.10113268449326	1.03432677334717	0.150071275705627	1.09567656722115	0.0736183524759401	0.944007387116455	-0.0831299457720916	0.0831299457720916	0.559522692712429	1	1
1774785_at	1.36742577772085	1.06002560702186	1.48830007874383	1.13680864687989	1.06742589078372	1.02185667338827	1.30525048782885	0.220803262627727	1.07536373701729	0.0578856295165339	1.21377580710429	0.279501970318463	0.279501970318463	0.156041334699807	1	1
1774786_at	1.21106047791723	1.19303227875132	1.03143826474239	1.24395122179595	1.05931979857868	1.15191877130993	1.14517700713698	0.098912234493103	1.15172993056152	0.0923158564680513	0.994310364564942	-0.00823184920725165	0.00823184920725165	0.937175931510421	1	1
1774787_at	6.89454303478873	6.91868082687084	6.80084414912558	6.64013747561381	6.63019464545783	6.53692909985213	6.87135600359505	0.0622462807498774	6.60242040697459	0.0569345979992299	1.04073287976881	0.0575998260968836	0.0575998260968836	0.00525232846858218	1	1
1774788_at	1.41316198642737	1.21451969282154	1.48830007874383	1.55120866678299	1.41316198642737	1.41316198642737	1.37199391933091	0.141456821116139	1.45917754654591	0.0797012880640514	0.940251529074462	-0.0888813474517734	0.0888813474517734	0.404994213948724	1	1
1774790_at	1.42050161596949	1.44734258835315	1.48830007874383	1.43574157241176	1.37698627716366	1.32442777083159	1.45204809435549	0.0341432896583565	1.379051873469	0.0556856410722715	1.0529321791956	0.0744125133918645	0.0744125133918645	0.125006836314687	1	1
1774791_at	8.98828946893917	9.15499992899217	9.12326007375347	9.32464080437647	9.2925550185908	9.30690386848648	9.08884982389494	0.0885219935624238	9.30803323048458	0.016072678876375	0.976452232049215	-0.034378625553924	0.034378625553924	0.0134816307949102	1	1
1774792_at	1.24764079655944	1.37316871611674	1.56952581031659	1.37316871611674	1.40565350240436	1.82419297385966	1.39677844099759	0.162236108348519	1.53433839746025	0.251546361392483	0.910345751178252	-0.135513506968275	0.135513506968275	0.47060551870076	1	1
1774793_at	1.18570182682589	1.15647763846931	1.35828903944582	1.38725317985568	1.42997659377623	1.27529635605381	1.23348950158034	0.109062857035992	1.36417537656191	0.0798807407271342	0.904201558518868	-0.145283690540019	0.145283690540019	0.169368973625162	1	1
1774794_at	1.0927459040333	1.33488978295828	1.0927459040333	1.31527888863424	1.23544885641773	1.36897980709222	1.17346053034163	0.139801833679957	1.30656918404806	0.0671901995271045	0.898123531970933	-0.155014201474644	0.155014201474644	0.211376785622268	1	1
1774795_at	1.51414361130185	1.69050920069548	1.6386751828801	1.2543513864023	1.51414361130185	1.41137641962367	1.61444266495914	0.0906455540781385	1.39329047244261	0.130837021303765	1.15872655192196	0.212540144660361	0.212540144660361	0.0738315308723337	1	1
1774796_at	3.4147754967544	3.61486631050676	3.58955126212589	4.60616902917069	4.74333848202045	4.48697206815961	3.53973102312902	0.108952400603656	4.61215985978358	0.128288160317081	0.767477956259545	-0.381802781344938	0.381802781344938	0.000383244507886172	1	1
1774797_at	7.9697901366638	8.19574300028161	8.18880199665224	7.82497113491901	7.76775247940951	7.79366905843238	8.11811171119922	0.128497126377771	7.79546422425363	0.0286515374774727	1.0413891306103	0.0585092539413887	0.0585092539413887	0.0132125834759011	1	1
1774798_at	2.15330206993769	2.37624705113051	2.17403792917886	2.17020957043366	2.20356608159847	2.2803000501769	2.23452901674902	0.123168563019677	2.21802523406968	0.0564515610958935	1.00744075514825	0.0106950002748607	0.0106950002748607	0.843215885654913	1	1
1774799_at	2.32115081377803	2.57772280054878	2.69364427850264	2.07900693485305	2.14218032313602	1.77412462544986	2.53083929760982	0.190621070324104	1.99843729447964	0.19681171042963	1.26640916109845	0.340743596961307	0.340743596961307	0.0281580604024081	1	1
1774800_at	1.48830007874383	1.41571785128122	1.29402658098037	1.16046733896934	1.54842172400257	1.4776063908732	1.39934817033514	0.0981657925349744	1.39549848461504	0.206599691236948	1.00275864557543	0.00397440482111258	0.00397440482111258	0.978140681939286	1	1
